Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.38476110022344
Afghanistan,AFG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,50000000
Afghanistan,AFG,Net migration,SM.POP.NETM,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,56.937760009803
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.246732042281782
Albania,ALB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2306000000
Albania,ALB,Net migration,SM.POP.NETM,..
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,104.612262773723
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2.00737383000812
Algeria,DZA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Algeria,DZA,Net migration,SM.POP.NETM,..
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,17.7300750711665
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,-0.279065761519574
American Samoa,ASM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
American Samoa,ASM,Net migration,SM.POP.NETM,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,277.325
Andorra,AND,Population growth (annual %),SP.POP.GROW,0.00649321134981403
Andorra,AND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Andorra,AND,Net migration,SM.POP.NETM,..
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,163.842553191489
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.27613387502724
Angola,AGO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,557000000
Angola,AGO,Net migration,SM.POP.NETM,..
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,24.7130520574316
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,0.897185120114641
Antigua and Barbuda,ATG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,971000000
Antigua and Barbuda,ATG,Net migration,SM.POP.NETM,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,218.831818181818
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.01580834908002
Argentina,ARG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5999000000
Argentina,ARG,Net migration,SM.POP.NETM,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,16.2585100979651
Armenia,ARM,Population growth (annual %),SP.POP.GROW,0.236306378760517
Armenia,ARM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1237000000
Armenia,ARM,Net migration,SM.POP.NETM,..
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,103.680224798033
Aruba,ABW,Population growth (annual %),SP.POP.GROW,0.453575638777095
Aruba,ABW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2024000000
Aruba,ABW,Net migration,SM.POP.NETM,..
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,588.027777777778
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.53610551570388
Australia,AUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,47327000000
Australia,AUS,Net migration,SM.POP.NETM,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.24912948744283
Austria,AUT,Population growth (annual %),SP.POP.GROW,0.487071924768999
Austria,AUT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,25411000000
Austria,AUT,Net migration,SM.POP.NETM,..
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,107.206926667578
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,0.866608673169798
Azerbaijan,AZE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2830000000
Azerbaijan,AZE,Net migration,SM.POP.NETM,..
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,120.265319946776
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,1.01095334432863
"Bahamas, The",BHS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3383000000
"Bahamas, The",BHS,Net migration,SM.POP.NETM,..
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,38.5254745254745
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,4.92116137205662
Bahrain,BHR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3834000000
Bahrain,BHR,Net migration,SM.POP.NETM,..
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,2017.27369979138
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,1.05004464945676
Bangladesh,BGD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,357000000
Bangladesh,BGD,Net migration,SM.POP.NETM,..
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,1239.57931166936
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.142439722865012
Barbados,BRB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1125000000
Barbados,BRB,Net migration,SM.POP.NETM,..
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,666.606976744186
Belarus,BLR,Population growth (annual %),SP.POP.GROW,-0.155570407004577
Belarus,BLR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1221000000
Belarus,BLR,Net migration,SM.POP.NETM,..
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,46.7287999040892
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.509444678207556
Belgium,BEL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,10381000000
Belgium,BEL,Net migration,SM.POP.NETM,..
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,377.214927344782
Belize,BLZ,Population growth (annual %),SP.POP.GROW,1.92457576999509
Belize,BLZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,487000000
Belize,BLZ,Net migration,SM.POP.NETM,..
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,16.7939938623411
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.73486201301479
Benin,BEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Benin,BEN,Net migration,SM.POP.NETM,..
Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,101.853919829727
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.154992641763463
Bermuda,BMU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,583000000
Bermuda,BMU,Net migration,SM.POP.NETM,..
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,1184.59257167194
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,1.17684339517943
Bhutan,BTN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,121000000
Bhutan,BTN,Net migration,SM.POP.NETM,..
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,19.7775277714448
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1.42189948560338
Bolivia,BOL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,970000000
Bolivia,BOL,Net migration,SM.POP.NETM,..
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,10.4801458506416
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,-0.826854592009436
Bosnia and Herzegovina,BIH,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1081000000
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,..
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,64.92048828125
Botswana,BWA,Population growth (annual %),SP.POP.GROW,2.197675757572
Botswana,BWA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,575300000
Botswana,BWA,Net migration,SM.POP.NETM,..
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,3.97742487604327
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.783847578971981
Brazil,BRA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,6324000000
Brazil,BRA,Net migration,SM.POP.NETM,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,25.0617162430876
British Virgin Islands,VGB,Population growth (annual %),SP.POP.GROW,0.757847309225455
British Virgin Islands,VGB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
British Virgin Islands,VGB,Net migration,SM.POP.NETM,..
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,198.68
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,1.05199374278845
Brunei Darussalam,BRN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,190000000
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,..
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,81.3969639468691
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.722080405222853
Bulgaria,BGR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5072000000
Bulgaria,BGR,Net migration,SM.POP.NETM,..
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,64.7035372144436
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.86707836702633
Burkina Faso,BFA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Burkina Faso,BFA,Net migration,SM.POP.NETM,..
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,72.1912828947368
Burundi,BDI,Population growth (annual %),SP.POP.GROW,3.16677344240935
Burundi,BDI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3900000
Burundi,BDI,Net migration,SM.POP.NETM,..
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,435.178271028037
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,1.15976676910969
Cabo Verde,CPV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,524000000
Cabo Verde,CPV,Net migration,SM.POP.NETM,..
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,134.929776674938
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,1.49035537141766
Cambodia,KHM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4832000000
Cambodia,KHM,Net migration,SM.POP.NETM,..
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,92.0564128710628
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.61229075104427
Cameroon,CMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,633000000
Cameroon,CMR,Net migration,SM.POP.NETM,..
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,53.3439889149796
Canada,CAN,Population growth (annual %),SP.POP.GROW,1.39794779099322
Canada,CAN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,21978000000
Canada,CAN,Net migration,SM.POP.NETM,..
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,4.07530821431988
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,1.2418234783193
Cayman Islands,CYM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,880000000
Cayman Islands,CYM,Net migration,SM.POP.NETM,..
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,267.391666666667
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,1.51905153699811
Central African Republic,CAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Central African Republic,CAF,Net migration,SM.POP.NETM,..
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,7.49041221227006
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.02357969868233
Chad,TCD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Chad,TCD,Net migration,SM.POP.NETM,..
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,12.2917336404066
Channel Islands,CHI,Population growth (annual %),SP.POP.GROW,1.0814932456123
Channel Islands,CHI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Channel Islands,CHI,Net migration,SM.POP.NETM,..
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,861.106093786457
Chile,CHL,Population growth (annual %),SP.POP.GROW,1.39101054110467
Chile,CHL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3972000000
Chile,CHL,Net migration,SM.POP.NETM,..
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,25.1894460666519
China,CHN,Population growth (annual %),SP.POP.GROW,0.455899678672578
China,CHN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,40386000000
China,CHN,Net migration,SM.POP.NETM,..
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,148.348833270666
Colombia,COL,Population growth (annual %),SP.POP.GROW,1.51727089084319
Colombia,COL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,6617000000
Colombia,COL,Net migration,SM.POP.NETM,..
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,44.7487021180712
Comoros,COM,Population growth (annual %),SP.POP.GROW,2.23917061120128
Comoros,COM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,76700000
Comoros,COM,Net migration,SM.POP.NETM,..
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,447.244477540227
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.22669890036105
"Congo, Dem. Rep.",COD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,60500000
"Congo, Dem. Rep.",COD,Net migration,SM.POP.NETM,..
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,37.0825923557045
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,2.58170130027223
"Congo, Rep.",COG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Congo, Rep.",COG,Net migration,SM.POP.NETM,..
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,15.3568462664715
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,0.99478225758881
Costa Rica,CRI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3995000000
Costa Rica,CRI,Net migration,SM.POP.NETM,..
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,97.9130630630631
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.55235886056005
Cote d'Ivoire,CIV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,..
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,78.8340534591195
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-0.893486927711056
Croatia,HRV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,12075000000
Croatia,HRV,Net migration,SM.POP.NETM,..
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,73.0771979985704
Cuba,CUB,Population growth (annual %),SP.POP.GROW,-0.00988649624040443
Cuba,CUB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2969000000
Cuba,CUB,Net migration,SM.POP.NETM,..
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,108.999596231494
Curacao,CUW,Population growth (annual %),SP.POP.GROW,-0.234393419291099
Curacao,CUW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,605000000
Curacao,CUW,Net migration,SM.POP.NETM,..
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,..
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,0.809225398288843
Cyprus,CYP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3449000000
Cyprus,CYP,Net migration,SM.POP.NETM,..
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,128.708333333333
Czech Republic,CZE,Population growth (annual %),SP.POP.GROW,0.334427262299794
Czech Republic,CZE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,8291000000
Czech Republic,CZE,Net migration,SM.POP.NETM,..
Czech Republic,CZE,Population density (people per sq. km of land area),EN.POP.DNST,137.602887852888
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.495838925879129
Denmark,DNK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,9097000000
Denmark,DNK,Net migration,SM.POP.NETM,..
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,138.067301738509
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,1.5578736070438
Djibouti,DJI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,57000000
Djibouti,DJI,Net migration,SM.POP.NETM,..
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,41.3684210526316
Dominica,DMA,Population growth (annual %),SP.POP.GROW,0.233431051672096
Dominica,DMA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,111000000
Dominica,DMA,Net migration,SM.POP.NETM,..
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,95.5
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,1.07884114802307
Dominican Republic,DOM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,7561000000
Dominican Republic,DOM,Net migration,SM.POP.NETM,..
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,219.97857586421
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,1.76561120074764
Ecuador,ECU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1878000000
Ecuador,ECU,Net migration,SM.POP.NETM,..
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,68.7886817522951
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.03326217641077
"Egypt, Arab Rep.",EGY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,12704000000
"Egypt, Arab Rep.",EGY,Net migration,SM.POP.NETM,..
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,98.8734692852479
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,0.509367035813322
El Salvador,SLV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1370000000
El Salvador,SLV,Net migration,SM.POP.NETM,..
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,309.881467181467
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,3.6545067728316
Equatorial Guinea,GNQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,..
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,46.6657397504456
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,..
Eritrea,ERI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Eritrea,ERI,Net migration,SM.POP.NETM,..
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,..
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.348039137980543
Estonia,EST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2332000000
Estonia,EST,Net migration,SM.POP.NETM,..
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,30.3861053600184
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,1.01179839738944
Eswatini,SWZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,16400000
Eswatini,SWZ,Net migration,SM.POP.NETM,..
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,66.0576162790698
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.62001348207265
Ethiopia,ETH,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3548000000
Ethiopia,ETH,Net migration,SM.POP.NETM,..
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,109.224559
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,0.342876363511462
Faroe Islands,FRO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Faroe Islands,FRO,Net migration,SM.POP.NETM,..
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,34.7399698278226
Fiji,FJI,Population growth (annual %),SP.POP.GROW,0.684181932039617
Fiji,FJI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1370000000
Fiji,FJI,Net migration,SM.POP.NETM,..
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,48.3570333880679
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.132641040791912
Finland,FIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5663000000
Finland,FIN,Net migration,SM.POP.NETM,..
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.1568556480537
France,FRA,Population growth (annual %),SP.POP.GROW,0.167305952014465
France,FRA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,73125000000
France,FRA,Net migration,SM.POP.NETM,..
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,122.338395739199
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,0.569178577392632
French Polynesia,PYF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
French Polynesia,PYF,Net migration,SM.POP.NETM,..
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,75.8685792349727
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.60295406093609
Gabon,GAB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Gabon,GAB,Net migration,SM.POP.NETM,..
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.22476423332169
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,2.94672228129321
"Gambia, The",GMB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,168000000
"Gambia, The",GMB,Net migration,SM.POP.NETM,..
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,225.30652173913
Georgia,GEO,Population growth (annual %),SP.POP.GROW,-0.0390365463489613
Georgia,GEO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3518000000
Georgia,GEO,Net migration,SM.POP.NETM,..
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.2752020714511
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.300526701992065
Germany,DEU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,60260000000
Germany,DEU,Net migration,SM.POP.NETM,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,237.3709697733
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2.19282883696746
Ghana,GHA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,996000000
Ghana,GHA,Net migration,SM.POP.NETM,..
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,130.821429199262
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,-0.0296533525287643
Gibraltar,GIB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Gibraltar,GIB,Net migration,SM.POP.NETM,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3371.8
Greece,GRC,Population growth (annual %),SP.POP.GROW,-0.213651457571602
Greece,GRC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,21594000000
Greece,GRC,Net migration,SM.POP.NETM,..
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.2247323506594
Greenland,GRL,Population growth (annual %),SP.POP.GROW,-0.260258979661646
Greenland,GRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Greenland,GRL,Net migration,SM.POP.NETM,..
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136496528200755
Grenada,GRD,Population growth (annual %),SP.POP.GROW,0.521752829835629
Grenada,GRD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,548000000
Grenada,GRD,Net migration,SM.POP.NETM,..
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,327.805882352941
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.901084421670108
Guam,GUM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guam,GUM,Net migration,SM.POP.NETM,..
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,306.977777777778
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.9487986359316
Guatemala,GTM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1553000000
Guatemala,GTM,Net migration,SM.POP.NETM,..
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,160.953779395297
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.83313635348047
Guinea,GIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,7700000
Guinea,GIN,Net migration,SM.POP.NETM,..
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,50.5222122741332
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.49377196123486
Guinea-Bissau,GNB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,20000000
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,..
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,66.6539473684211
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.486803065283861
Guyana,GUY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,28000000
Guyana,GUY,Net migration,SM.POP.NETM,..
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.95734823469647
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.2739963989891
Haiti,HTI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,620000000
Haiti,HTI,Net migration,SM.POP.NETM,..
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,403.59854862119
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.66710361374407
Honduras,HND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,745000000
Honduras,HND,Net migration,SM.POP.NETM,..
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,85.6870319063366
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,0.799050247136158
"Hong Kong SAR, China",HKG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,41870000000
"Hong Kong SAR, China",HKG,Net migration,SM.POP.NETM,..
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7096.19047619048
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.126786951652838
Hungary,HUN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,9595000000
Hungary,HUN,Net migration,SM.POP.NETM,..
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,107.906605545123
Iceland,ISL,Population growth (annual %),SP.POP.GROW,2.67814276922904
Iceland,ISL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3128000000
Iceland,ISL,Net migration,SM.POP.NETM,..
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.52692269326683
India,IND,Population growth (annual %),SP.POP.GROW,1.03732336037888
India,IND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,29143000000
India,IND,Net migration,SM.POP.NETM,..
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,454.938072575247
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.1337698607638
Indonesia,IDN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,15600000000
Indonesia,IDN,Net migration,SM.POP.NETM,..
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,147.75219008926
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,1.38647970473313
"Iran, Islamic Rep.",IRN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Iran, Islamic Rep.",IRN,Net migration,SM.POP.NETM,..
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,50.222420123284
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2.3184640284933
Iraq,IRQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1986000000
Iraq,IRQ,Net migration,SM.POP.NETM,..
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,88.5305700354617
Ireland,IRL,Population growth (annual %),SP.POP.GROW,1.23873163605826
Ireland,IRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,14658000000
