Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Middle income,MIC,Net migration,SM.POP.NETM,..
Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,72.294869980189
North America,NAC,Population growth (annual %),SP.POP.GROW,0.701862096885051
North America,NAC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,278706000000
North America,NAC,Net migration,SM.POP.NETM,..
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,19.9709762368072
Not classified,INX,Population growth (annual %),SP.POP.GROW,..
Not classified,INX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Not classified,INX,Net migration,SM.POP.NETM,..
Not classified,INX,Population density (people per sq. km of land area),EN.POP.DNST,..
OECD members,OED,Population growth (annual %),SP.POP.GROW,0.563458637020148
OECD members,OED,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1022142000000
OECD members,OED,Net migration,SM.POP.NETM,..
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,37.8092345649061
Other small states,OSS,Population growth (annual %),SP.POP.GROW,2.0239246669851
Other small states,OSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Other small states,OSS,Net migration,SM.POP.NETM,..
Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,15.1386164116647
Pacific island small states,PSS,Population growth (annual %),SP.POP.GROW,1.45663696499629
Pacific island small states,PSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2223226634.22613
Pacific island small states,PSS,Net migration,SM.POP.NETM,..
Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,38.2767445482866
Post-demographic dividend,PST,Population growth (annual %),SP.POP.GROW,0.358224317829254
Post-demographic dividend,PST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1040186000000
Post-demographic dividend,PST,Net migration,SM.POP.NETM,..
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.2674889372306
Pre-demographic dividend,PRE,Population growth (annual %),SP.POP.GROW,2.79176218538421
Pre-demographic dividend,PRE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,16797045255.3868
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,..
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,51.6874400219725
Small states,SST,Population growth (annual %),SP.POP.GROW,1.72854420948407
Small states,SST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Small states,SST,Net migration,SM.POP.NETM,..
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,16.2244628233256
South Asia,SAS,Population growth (annual %),SP.POP.GROW,1.20218138817778
South Asia,SAS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,39895000000
South Asia,SAS,Net migration,SM.POP.NETM,..
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,380.247133746081
South Asia (IDA & IBRD),TSA,Population growth (annual %),SP.POP.GROW,1.20218138817778
South Asia (IDA & IBRD),TSA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,39895000000
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,..
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,380.247133746081
Sub-Saharan Africa,SSF,Population growth (annual %),SP.POP.GROW,2.68083126790228
Sub-Saharan Africa,SSF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,35667096121.6198
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,..
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,50.7620843086558
Sub-Saharan Africa (excluding high income),SSA,Population growth (annual %),SP.POP.GROW,2.68098843916147
Sub-Saharan Africa (excluding high income),SSA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,35013305381.3012
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,..
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,50.7586283354254
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population growth (annual %),SP.POP.GROW,2.68083126790228
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,35667096121.6198
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,50.7620843086558
Upper middle income,UMC,Population growth (annual %),SP.POP.GROW,0.680328005242245
Upper middle income,UMC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,329382693288.802
Upper middle income,UMC,Net migration,SM.POP.NETM,..
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,45.4691766291018
World,WLD,Population growth (annual %),SP.POP.GROW,1.10877387593369
World,WLD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1649263693177.22
World,WLD,Net migration,SM.POP.NETM,..
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,59.6362362611782
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/09/2020,,,,
